CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T07:36:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-01T06:28:40.541088","15.49811030","0.00052040","51.6448","75.3411","209.5406","257.0907","0","U","25544","999","37590","0.00028903000000","0.00015968","0.0000000000000","6795.415","92.915","420.817","413.744","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3728254","221897658","0 ISS (ZARYA)","1 25544U 98067A   23001.26991367  .00015968  00000-0  28903-3 0  9993","2 25544  51.6448  75.3411 0005204 209.5406 257.0907 15.49811030375904"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-01T12:46:48.697248","15.49823312","0.00052110","51.6444","74.0407","211.7305","280.9843","0","U","25544","999","37594","0.00030181000000","0.00016704","0.0000000000000","6795.379","92.914","420.786","413.703","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3728759","221917613","0 ISS (ZARYA)","1 25544U 98067A   23001.53250807  .00016704  00000-0  30181-3 0  9990","2 25544  51.6444  74.0407 0005211 211.7305 280.9843 15.49823312375946"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T22:36:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-01T17:28:45.194304","15.49832078","0.00051530","51.6445","73.0716","212.0396","293.8042","0","U","25544","999","37597","0.00030983000000","0.00017166","0.0000000000000","6795.354","92.913","420.721","413.717","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3728804","221962616","0 ISS (ZARYA)","1 25544U 98067A   23001.72830086  .00017166  00000-0  30983-3 0  9997","2 25544  51.6445  73.0716 0005153 212.0396 293.8042 15.49832078375974"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T02:46:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-02T00:52:04.330272","15.49842962","0.00051640","51.6446","71.5466","213.3191","211.3400","0","U","25544","999","37602","0.00031006000000","0.00017186","0.0000000000000","6795.322","92.913","420.696","413.678","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3728958","221993333","0 ISS (ZARYA)","1 25544U 98067A   23002.03616123  .00017186  00000-0  31006-3 0  9995","2 25544  51.6446  71.5466 0005164 213.3191 211.3400 15.49842962376022"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T06:36:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-02T05:40:34.178880","15.49850707","0.00051290","51.6447","70.5542","214.4037","248.8124","0","U","25544","999","37605","0.00031276000000","0.00017344","0.0000000000000","6795.299","92.912","420.650","413.679","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3729127","221997245","0 ISS (ZARYA)","1 25544U 98067A   23002.23650670  .00017344  00000-0  31276-3 0  9997","2 25544  51.6447  70.5542 0005129 214.4037 248.8124 15.49850707376056"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T10:46:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-02T10:15:12.441312","15.49857705","0.00051270","51.6446","69.6092","215.2634","232.7755","0","U","25544","999","37608","0.00031461000000","0.00017455","0.0000000000000","6795.279","92.912","420.628","413.660","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3729337","222002051","0 ISS (ZARYA)","1 25544U 98067A   23002.42722733  .00017455  00000-0  31461-3 0  9997","2 25544  51.6446  69.6092 0005127 215.2634 232.7755 15.49857705376084"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-02T13:35:49.828416","15.49863597","0.00050290","51.6448","68.9190","218.0405","287.8557","0","U","25544","999","37610","0.00031875000000","0.00017694","0.0000000000000","6795.262","92.911","420.544","413.709","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3729583","222014786","0 ISS (ZARYA)","1 25544U 98067A   23002.56654894  .00017694  00000-0  31875-3 0  9998","2 25544  51.6448  68.9190 0005029 218.0405 287.8557 15.49863597376105"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T22:26:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-02T22:11:23.999712","15.49876780","0.00051100","51.6447","67.1452","217.4415","127.4401","0","U","25544","999","37615","0.00032007000000","0.00017778","0.0000000000000","6795.223","92.911","420.561","413.616","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3729596","222034904","0 ISS (ZARYA)","1 25544U 98067A   23002.92458333  .00017778  00000-0  32007-3 0  9999","2 25544  51.6447  67.1452 0005110 217.4415 127.4401 15.49876780376151"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T01:36:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-03T00:04:05.585952","15.49879628","0.00051230","51.6447","66.7575","217.4837","204.3380","0","U","25544","999","37617","0.00032009000000","0.00017781","0.0000000000000","6795.215","92.910","420.561","413.599","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3729870","222041730","0 ISS (ZARYA)","1 25544U 98067A   23003.00284243  .00017781  00000-0  32009-3 0  9992","2 25544  51.6447  66.7575 0005123 217.4837 204.3380 15.49879628376171"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T07:06:21","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-03T04:39:30.962304","15.49874067","0.00049020","51.6444","65.8124","220.0274","189.6486","0","U","25544","999","37620","0.00025279000000","0.00013936","0.0000000000000","6795.231","92.911","420.427","413.765","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3730040","222070470","0 ISS (ZARYA)","1 25544U 98067A   23003.19410836  .00013936  00000-0  25279-3 0  9990","2 25544  51.6444  65.8124 0004902 220.0274 189.6486 15.49874067376205"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T11:36:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-03T11:11:04.252416","15.49890638","0.00048200","51.6453","64.4633","220.4826","267.3680","0","U","25544","999","37624","0.00030337000000","0.00016833","0.0000000000000","6795.183","92.910","420.323","413.772","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3730350","222077929","0 ISS (ZARYA)","1 25544U 98067A   23003.46602144  .00016833  00000-0  30337-3 0  9995","2 25544  51.6453  64.4633 0004820 220.4826 267.3680 15.49890638376247"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T14:26:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-03T12:36:01.932768","15.49892242","0.00050040","51.6453","64.1711","218.5032","238.7671","0","U","25544","999","37625","0.00030219000000","0.00016767","0.0000000000000","6795.178","92.910","420.443","413.643","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3730396","222078235","0 ISS (ZARYA)","1 25544U 98067A   23003.52502237  .00016767  00000-0  30219-3 0  9999","2 25544  51.6453  64.1711 0005004 218.5032 238.7671 15.49892242376259"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T22:56:14","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-03T21:21:45.000288","15.49900198","0.00051120","51.6446","62.3628","222.8238","112.7977","0","U","25544","999","37630","0.00028640000000","0.00015869","0.0000000000000","6795.155","92.909","420.493","413.546","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3730865","222087876","0 ISS (ZARYA)","1 25544U 98067A   23003.89010417  .00015869  00000-0  28640-3 0  9990","2 25544  51.6446  62.3628 0005112 222.8238 112.7977 15.49900198376300"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-04T08:26:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-04T07:16:13.368864","15.49908045","0.00049900","51.6446","60.3181","224.8912","255.6676","0","U","25544","999","37637","0.00026986000000","0.00014929","0.0000000000000","6795.132","92.909","420.388","413.606","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3731366","222126720","0 ISS (ZARYA)","1 25544U 98067A   23004.30293251  .00014929  00000-0  26986-3 0  9993","2 25544  51.6446  60.3181 0004990 224.8912 255.6676 15.49908045376375"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-04T09:36:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-04T08:44:36.072096","15.49909310","0.00049800","51.6446","60.0141","225.5107","237.7172","0","U","25544","999","37638","0.00026815000000","0.00014832","0.0000000000000","6795.128","92.909","420.377","413.609","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3731451","222128850","0 ISS (ZARYA)","1 25544U 98067A   23004.36430639  .00014832  00000-0  26815-3 0  9996","2 25544  51.6446  60.0141 0004980 225.5107 237.7172 15.49909310376380"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-04T14:16:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-04T13:25:33.565728","15.49912485","0.00049020","51.6447","59.0482","225.7088","246.8802","0","U","25544","999","37641","0.00025762000000","0.00014231","0.0000000000000","6795.119","92.908","420.315","413.653","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3731473","222128868","0 ISS (ZARYA)","1 25544U 98067A   23004.55941627  .00014231  00000-0  25762-3 0  9994","2 25544  51.6447  59.0482 0004902 225.7088 246.8802 15.49912485376413"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-04T18:06:14","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-04T14:55:01.350624","15.49910357","0.00049560","51.6449","58.7410","225.1257","234.3356","0","U","25544","999","37642","0.00023767000000","0.00013091","0.0000000000000","6795.125","92.909","420.358","413.622","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3731842","222163439","0 ISS (ZARYA)","1 25544U 98067A   23004.62154341  .00013091  00000-0  23767-3 0  9997","2 25544  51.6449  58.7410 0004956 225.1257 234.3356 15.49910357376426"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-04T23:06:12","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-04T22:11:03.999840","15.49921225","0.00050060","51.6449","57.2399","227.1136","123.0483","0","U","25544","999","37646","0.00024914000000","0.00013752","0.0000000000000","6795.093","92.908","420.360","413.557","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3732018","222192998","0 ISS (ZARYA)","1 25544U 98067A   23004.92435185  .00013752  00000-0  24914-3 0  9997","2 25544  51.6449  57.2399 0005006 227.1136 123.0483 15.49921225376466"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-05T05:16:17","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-05T04:44:35.893824","15.49929095","0.00049390","51.6447","55.8862","228.2736","207.7579","0","U","25544","999","37651","0.00024889000000","0.00013741","0.0000000000000","6795.070","92.907","420.291","413.579","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3732133","222195886","0 ISS (ZARYA)","1 25544U 98067A   23005.19763766  .00013741  00000-0  24889-3 0  9995","2 25544  51.6447  55.8862 0004939 228.2736 207.7579 15.49929095376510"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-05T06:46:12","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-05T04:52:23.468160","15.49929361","0.00049340","51.6447","55.8594","228.5547","237.6931","0","U","25544","999","37651","0.00024928000000","0.00013764","0.0000000000000","6795.070","92.907","420.287","413.582","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3732199","222223270","0 ISS (ZARYA)","1 25544U 98067A   23005.20304940  .00013764  00000-0  24928-3 0  9991","2 25544  51.6447  55.8594 0004934 228.5547 237.6931 15.49929361376510"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-05T10:06:11","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-05T09:29:20.393088","15.49935378","0.00049340","51.6447","54.9065","229.3624","230.7268","0","U","25544","999","37654","0.00025062000000","0.00013843","0.0000000000000","6795.052","92.907","420.270","413.564","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3732505","222229395","0 ISS (ZARYA)","1 25544U 98067A   23005.39537492  .00013843  00000-0  25062-3 0  9999","2 25544  51.6447  54.9065 0004934 229.3624 230.7268 15.49935378376543"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-05T14:36:11","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-05T12:46:13.426176","15.49940129","0.00048900","51.6449","54.2301","228.3828","275.1092","0","U","25544","999","37656","0.00025257000000","0.00013957","0.0000000000000","6795.038","92.907","420.226","413.580","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3732685","222233565","0 ISS (ZARYA)","1 25544U 98067A   23005.53209984  .00013957  00000-0  25257-3 0  9999","2 25544  51.6449  54.2301 0004890 228.3828 275.1092 15.49940129376567"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-05T22:36:14","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-05T20:38:01.149792","15.49950216","0.00048150","51.6451","52.6066","230.2771","302.5672","0","U","25544","999","37661","0.00025437000000","0.00014065","0.0000000000000","6795.009","92.906","420.145","413.602","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3732948","222266583","0 ISS (ZARYA)","1 25544U 98067A   23005.85973553  .00014065  00000-0  25437-3 0  9995","2 25544  51.6451  52.6066 0004815 230.2771 302.5672 15.49950216376619"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-06T02:06:11","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-06T01:22:53.189184","15.49956778","0.00048420","51.6453","51.6269","230.9539","326.4502","0","U","25544","999","37664","0.00025685000000","0.00014210","0.0000000000000","6794.989","92.906","420.145","413.564","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3732960","222266597","0 ISS (ZARYA)","1 25544U 98067A   23006.05756006  .00014210  00000-0  25685-3 0  9997","2 25544  51.6453  51.6269 0004842 230.9539 326.4502 15.49956778376643"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-06T06:56:18","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-06T05:40:13.759968","15.49962952","0.00048990","51.6447","50.7420","231.6381","243.6067","0","U","25544","999","37667","0.00025952000000","0.00014367","0.0000000000000","6794.971","92.905","420.165","413.507","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3733069","222294787","0 ISS (ZARYA)","1 25544U 98067A   23006.23627037  .00014367  00000-0  25952-3 0  9998","2 25544  51.6447  50.7420 0004899 231.6381 243.6067 15.49962952376670"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-06T10:56:12","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-06T10:23:40.242624","15.49970496","0.00048710","51.6444","49.7668","234.5355","259.7497","0","U","25544","999","37670","0.00026612000000","0.00014748","0.0000000000000","6794.949","92.905","420.124","413.504","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3733698","222308394","0 ISS (ZARYA)","1 25544U 98067A   23006.43310466  .00014748  00000-0  26612-3 0  9992","2 25544  51.6444  49.7668 0004871 234.5355 259.7497 15.49970496376703"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-06T14:36:16","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-06T13:37:10.436160","15.49976038","0.00048050","51.6453","49.0996","232.3676","292.2319","0","U","25544","999","37672","0.00027043000000","0.00014997","0.0000000000000","6794.933","92.905","420.063","413.533","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3733787","222309881","0 ISS (ZARYA)","1 25544U 98067A   23006.56748190  .00014997  00000-0  27043-3 0  9990","2 25544  51.6453  49.0996 0004805 232.3676 292.2319 15.49976038376724"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-06T18:06:12","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-06T15:05:14.279136","15.49977978","0.00048440","51.6450","48.7997","233.8135","272.2508","0","U","25544","999","37673","0.00027178000000","0.00015076","0.0000000000000","6794.927","92.905","420.084","413.501","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3734029","222315995","0 ISS (ZARYA)","1 25544U 98067A   23006.62863749  .00015076  00000-0  27178-3 0  9993","2 25544  51.6450  48.7997 0004844 233.8135 272.2508 15.49977978376730"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-06T22:26:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-06T20:37:44.999904","15.49985920","0.00048600","51.6456","47.6533","232.3949","122.9954","0","U","25544","999","37676","0.00027375000000","0.00015193","0.0000000000000","6794.904","92.904","420.072","413.467","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3734126","222317075","0 ISS (ZARYA)","1 25544U 98067A   23006.85954861  .00015193  00000-0  27375-3 0  9993","2 25544  51.6456  47.6533 0004860 232.3949 122.9954 15.49985920376760"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-07T06:46:14","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-07T06:20:26.071296","15.50000187","0.00062940","51.6474","45.6613","227.2153","227.5689","0","U","25544","999","37683","0.00027825000000","0.00015463","0.0000000000000","6794.863","92.903","421.004","412.451","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3734380","222349213","0 ISS (ZARYA)","1 25544U 98067A   23007.26419064  .00015463  00000-0  27825-3 0  9990","2 25544  51.6474  45.6613 0006294 227.2153 227.5689 15.50000187376830"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-07T10:36:12","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-07T09:57:53.000064","15.50001363","0.00050230","51.6452","44.9004","232.2480","345.6878","0","U","25544","999","37685","0.00026974000000","0.00014972","0.0000000000000","6794.859","92.903","420.137","413.311","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3734767","222359031","0 ISS (ZARYA)","1 25544U 98067A   23007.41519676  .00014972  00000-0  26974-3 0  9995","2 25544  51.6452  44.9004 0005023 232.2480 345.6878 15.50001363376851"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-07T15:06:14","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-07T12:46:32.541312","15.50006558","0.00064080","51.6468","44.3340","228.0033","283.9302","0","U","25544","999","37687","0.00027356000000","0.00015198","0.0000000000000","6794.844","92.903","421.063","412.355","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3735036","222363967","0 ISS (ZARYA)","1 25544U 98067A   23007.53232108  .00015198  00000-0  27356-3 0  9996","2 25544  51.6468  44.3340 0006408 228.0033 283.9302 15.50006558376879"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-07T22:06:23","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-07T21:39:08.414208","15.50007894","0.00048810","51.6448","42.4918","236.8521","180.2420","0","U","25544","999","37693","0.00021448000000","0.00011809","0.0000000000000","6794.840","92.903","420.022","413.388","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3735179","222394739","0 ISS (ZARYA)","1 25544U 98067A   23007.90218072  .00011809  00000-0  21448-3 0  9992","2 25544  51.6448  42.4918 0004881 236.8521 180.2420 15.50007894376930"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-08T02:36:12","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-08T01:23:30.130368","15.50018613","0.00048940","51.6448","41.7205","239.5650","327.5219","0","U","25544","999","37695","0.00026320000000","0.00014606","0.0000000000000","6794.809","92.902","419.999","413.348","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3735476","222401274","0 ISS (ZARYA)","1 25544U 98067A   23008.05798762  .00014606  00000-0  26320-3 0  9990","2 25544  51.6448  41.7205 0004894 239.5650 327.5219 15.50018613376953"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-08T07:16:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-08T05:39:38.082816","15.50021682","0.00049260","51.6454","40.8359","235.7452","244.5236","0","U","25544","999","37698","0.00025350000000","0.00014052","0.0000000000000","6794.800","92.902","420.012","413.318","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3735776","222433424","0 ISS (ZARYA)","1 25544U 98067A   23008.23585744  .00014052  00000-0  25350-3 0  9991","2 25544  51.6454  40.8359 0004926 235.7452 244.5236 15.50021682376984"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-08T09:26:12","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-08T09:03:53.000064","15.50025110","0.00060280","51.6451","40.1299","230.0540","322.2255","0","U","25544","999","37700","0.00025009000000","0.00013860","0.0000000000000","6794.790","92.902","420.751","412.559","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3735914","222436652","0 ISS (ZARYA)","1 25544U 98067A   23008.37769676  .00013860  00000-0  25009-3 0  9991","2 25544  51.6451  40.1299 0006028 230.0540 322.2255 15.50025110377007"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-08T14:46:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-08T13:31:14.286720","15.50031167","0.00048810","51.6446","39.2159","240.5036","268.4620","0","U","25544","999","37703","0.00025306000000","0.00014031","0.0000000000000","6794.772","92.901","419.954","413.320","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3736045","222438227","0 ISS (ZARYA)","1 25544U 98067A   23008.56335980  .00014031  00000-0  25306-3 0  9990","2 25544  51.6446  39.2159 0004881 240.5036 268.4620 15.50031167377035"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-08T23:16:15","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-08T22:28:38.814240","15.50040289","0.00049090","51.6457","37.3644","239.5772","193.2687","0","U","25544","999","37709","0.00024753000000","0.00013719","0.0000000000000","6794.745","92.901","419.946","413.275","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3736454","222475665","0 ISS (ZARYA)","1 25544U 98067A   23008.93656035  .00013719  00000-0  24753-3 0  9995","2 25544  51.6457  37.3644 0004909 239.5772 193.2687 15.50040289377090"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-09T01:36:12","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-09T01:21:57.794688","15.50043899","0.00047990","51.6448","36.7703","244.0514","140.8536","0","U","25544","999","37711","0.00024767000000","0.00013729","0.0000000000000","6794.735","92.901","419.861","413.339","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3736456","222475667","0 ISS (ZARYA)","1 25544U 98067A   23009.05691892  .00013729  00000-0  24767-3 0  9995","2 25544  51.6448  36.7703 0004799 244.0514 140.8536 15.50043899377115"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-09T07:16:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-09T04:51:32.400576","15.50046025","0.00049070","51.6455","36.0473","240.2048","237.3693","0","U","25544","999","37713","0.00023936000000","0.00013253","0.0000000000000","6794.729","92.900","419.928","413.259","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3736597","222503434","0 ISS (ZARYA)","1 25544U 98067A   23009.20245834  .00013253  00000-0  23936-3 0  9992","2 25544  51.6455  36.0473 0004907 240.2048 237.3693 15.50046025377133"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-09T10:26:12","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-09T09:33:54.953280","15.50050766","0.00049120","51.6455","35.0759","240.6524","251.8836","0","U","25544","999","37716","0.00023662000000","0.00013098","0.0000000000000","6794.715","92.900","419.917","413.242","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3736938","222512930","0 ISS (ZARYA)","1 25544U 98067A   23009.39855270  .00013098  00000-0  23662-3 0  9996","2 25544  51.6455  35.0759 0004912 240.6524 251.8836 15.50050766377168"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-09T15:06:12","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-09T14:15:42.844032","15.50056477","0.00048810","51.6456","34.1063","241.6264","263.6377","0","U","25544","999","37719","0.00023801000000","0.00013181","0.0000000000000","6794.698","92.900","419.880","413.247","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3736954","222512946","0 ISS (ZARYA)","1 25544U 98067A   23009.59424588  .00013181  00000-0  23801-3 0  9990","2 25544  51.6456  34.1063 0004881 241.6264 263.6377 15.50056477377193"
"3.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-09T18:36:13","18 SPCS","ISS (ZARYA)","1998-067A","EARTH","TEME","UTC","SGP4","2023-01-09T15:37:42.179232","15.50058032","0.00048800","51.6456","33.8241","241.8292","221.3637","0","U","25544","999","37720","0.00023804000000","0.00013183","0.0000000000000","6794.693","92.900","419.874","413.243","PAYLOAD","LARGE","ISS","1998-11-20","TTMTR","","3737189","222518406","0 ISS (ZARYA)","1 25544U 98067A   23009.65118263  .00013183  00000-0  23804-3 0  9992","2 25544  51.6456  33.8241 0004880 241.8292 221.3637 15.50058032377200"
